manhanvien,ho,ten,ngaysinh,gioitinh,diachi,sodienthoai,luong,chucvu
1391,Ngô,Lê Nam,03/31/2004,Khác,Bình Thuận,092731881,15000,Nhân viên
1392,Phù,Nguyễn Hùng,12/04/1990,Nam,Thái Bình,094942462,9000,Người làm bán thời gian
1393,Tô,Nguyễn Trang,02/25/2003,Khác,Phú Thọ,096210501,8000,Thực tập sinh
1394,Phùng,Nguyễn Lan,03/07/2003,Nữ,Hậu Giang,098485733,9000,Nhân sự thử việc
1395,Đỗ,Nguyễn Trang,03/01/1998,Khác,Hòa Bình,095648809,40000,Kỹ sư
1396,Cù,Tuấn,04/16/1985,Nữ,Bình Phước,098987369,10000,Công nhân
1397,Tôn,Nguyễn Lan,08/23/1985,Khác,Vĩnh Long,090902023,15000,Nhân viên
1398,Lưu,Dương,07/20/2000,Khác,Hà Nam,098234479,9000,Nhân sự thử việc
1399,Đoàn,Kim,03/30/1997,Nữ,Bình Thuận,091759519,10000,Lao động phổ thông
1400,Huỳnh,Lê Thùy,01/31/1999,Khác,An Giang,095734907,15000,Nhân viên
1401,Trà,Dương,08/15/1988,Nữ,Vĩnh Phúc,095949031,8000,Thực tập sinh
1402,Trịnh,Dương,02/01/2000,Nam,Quảng Ninh,096444826,50000,Chuyên gia nước ngoài
1403,Nhâm,Trần Hùng,08/06/1995,Nam,Lạng Sơn,099208297,9000,Nhân sự thử việc
1404,Mai,Lê Thùy,12/29/1992,Khác,Kiên Giang,098832123,50000,Chuyên gia nước ngoài
1405,Ngô,Lê Mai,11/24/1985,Nam,Vĩnh Phúc,093485779,10000,Công nhân
1406,Tôn,Nguyễn Phương,08/04/1990,Khác,Đắk Lắk,099121679,9000,Người làm bán thời gian
1407,Ông,Lê Mai,09/26/1997,Nam,Hà Nội,096762152,9000,Nhân sự thử việc
1408,Ngụy,Phương,05/16/1995,Khác,Thái Nguyên,091450655,60000,Cán bộ quản lý
1409,Kim,Thanh Hương,07/31/1993,Nam,Bà Rịa - Vũng Tàu,095973344,50000,Chuyên gia nước ngoài
1410,Phạm,Hoàng,05/13/1989,Nam,Vĩnh Long,097077246,8000,Thực tập sinh
1411,Doãn,Trang,01/19/1999,Nam,Hà Nam,090045732,15000,Nhân viên
1412,Mạch,Hoàng,12/17/2003,Nam,Gia Lai,097448201,40000,Kỹ sư
1413,Bùi,Đức,07/29/1989,Nam,Phú Yên,090271638,60000,Cán bộ quản lý
1414,Đoàn,Trần Trang,05/20/1992,Khác,Bắc Giang,092608930,8000,Thực tập sinh
1415,Tào,Minh Tuấn,04/10/1985,Nam,Kiên Giang,095886654,40000,Kỹ sư
1416,Tôn,Lê Kim,11/18/1988,Nam,Hồ Chí Minh (TP. HCM),092278884,10000,Công nhân
1417,Hồ,Quang,05/21/2003,Khác,Tây Ninh,091831847,40000,Kỹ sư
1418,Từ,Văn Đức,07/17/1986,Nữ,Hòa Bình,093453334,9000,Nhân sự thử việc
1419,Tào,Nguyễn Phương,07/23/2002,Khác,An Giang,099373434,10000,Lao động phổ thông
1420,Biện,Dương Quốc,01/22/1994,Nam,Phú Yên,092371523,10000,Lao động phổ thông
1421,Ngô,Thanh,06/08/1992,Nữ,Lào Cai,091043564,8000,Thực tập sinh
1422,Phan,Văn,10/08/1991,Nam,Hải Phòng,096928659,9000,Người làm bán thời gian
1423,Âu,Tuấn,01/11/2004,Khác,Bạc Liêu,096941991,60000,Cán bộ quản lý
1424,Diệp,Tuấn Anh,07/12/1987,Nam,Hòa Bình,093582793,15000,Nhân viên
1425,Giang,Lê Nam,04/15/1985,Nam,Quảng Nam,090622308,10000,Công nhân
1426,Tiêu,Trần Anh,01/30/1996,Nam,Sóc Trăng,094020080,10000,Lao động phổ thông
1427,Tống,Minh,05/14/1998,Nam,Bạc Liêu,098056003,60000,Cán bộ quản lý
1428,Đồn,Nguyễn Hồng,09/21/1997,Khác,Hòa Bình,096949254,15000,Nhân viên
1429,Vòng,Trần Anh,05/27/2003,Khác,Thái Nguyên,090462037,8000,Thực tập sinh
1430,Nhan,Hoàng,05/29/1986,Nữ,Bình Dương,098672575,50000,Chuyên gia nước ngoài
1431,Lữ,Kim,08/26/2002,Nam,Ninh Bình,090248707,10000,Công nhân
1432,Mạch,Lê Phương,03/02/1994,Nam,Bình Phước,096446734,60000,Cán bộ quản lý
1433,Dương,Dương Hùng,11/03/2001,Nữ,Hưng Yên,099261032,40000,Kỹ sư
1434,Ngụy,Nguyễn Phương,04/07/2002,Khác,Gia Lai,094539741,50000,Chuyên gia nước ngoài
1435,Đồn,Lê Phương,03/02/1999,Khác,Cần Thơ,098832123,10000,Lao động phổ thông
1436,Ngô,Hoàng Nam,05/22/1985,Nữ,Lạng Sơn,097608582,9000,Người làm bán thời gian
1437,Viên,Trang,12/29/1993,Nữ,Tiền Giang,099350731,9000,Nhân sự thử việc
1438,La,Văn,04/09/1987,Nữ,Lào Cai,094897441,9000,Nhân sự thử việc
1439,Tào,Phương,01/16/1991,Nam,Bình Phước,098719498,60000,Cán bộ quản lý
1440,Giang,Nguyễn Ánh,03/07/1986,Khác,Quảng Nam,091192243,40000,Kỹ sư
1441,Lai,Minh Tuấn,08/26/2002,Nam,Nghệ An,099528664,9000,Nhân sự thử việc
1442,Giang,Thanh,04/27/1994,Nữ,Bắc Ninh,099435584,50000,Chuyên gia nước ngoài
1443,Thất,Hồng,03/07/2000,Khác,Bạc Liêu,098596646,8000,Thực tập sinh
1444,Hứa,Nguyễn Trang,05/28/1990,Nữ,Đắk Nông,092205915,9000,Nhân sự thử việc
1445,Dư,Nguyễn Hồng,09/15/1993,Nữ,Bình Định,093397563,50000,Chuyên gia nước ngoài
1446,Diệp,Nguyễn Thùy,04/18/1987,Nam,Đà Nẵng,090849606,15000,Nhân viên
1447,Bạch,Hoàng An,02/06/1995,Nữ,Bình Dương,093840228,10000,Công nhân
1448,Mai,Lê Phương,01/27/1994,Nam,Kon Tum,098474033,9000,Nhân sự thử việc
1449,Phùng,Trần Trang,03/30/1994,Nữ,Tây Ninh,098796395,9000,Người làm bán thời gian
1450,Mai,Trang,03/26/1987,Nữ,Gia Lai,097260185,60000,Cán bộ quản lý
1451,Văn,Nguyễn Thùy,07/02/2001,Nữ,Trà Vinh,095106381,60000,Cán bộ quản lý
1452,Lại,Nguyễn Anh,07/06/1998,Nam,Bắc Ninh,099660319,60000,Cán bộ quản lý
1453,Ngô,Lê Kim,04/23/1999,Khác,Bình Dương,099436736,50000,Chuyên gia nước ngoài
1454,Từ,Anh,04/06/2003,Nữ,Kon Tum,092464292,40000,Kỹ sư
1455,Ngụy,Tuấn Anh,07/10/1997,Khác,Tây Ninh,097682149,50000,Chuyên gia nước ngoài
1456,Cao,Văn Đức,10/17/1991,Nữ,Hà Tĩnh,090063827,60000,Cán bộ quản lý
1457,Tăng,Dương Hùng,04/10/2002,Nam,Nam Định,092079819,15000,Nhân viên
1458,Ôn,Nguyễn Thị,04/14/1986,Nữ,Nam Định,090902188,10000,Lao động phổ thông
1459,Lưu,Quang,07/28/1993,Khác,Phú Yên,099378595,15000,Nhân viên
1460,Châu,Minh,04/24/1998,Nữ,Bình Định,096812947,10000,Lao động phổ thông
1461,Đàm,Dương Quốc,12/08/1990,Nữ,Bình Phước,097862050,50000,Chuyên gia nước ngoài
1462,Hứa,Lê Kim,06/07/1987,Khác,Cần Thơ,097416359,10000,Công nhân
1463,Tôn,Trang,02/01/1997,Khác,Cà Mau.,095656444,10000,Công nhân
1464,Nhâm,Nguyễn Mai,01/26/1995,Nữ,Bình Dương,091526998,10000,Lao động phổ thông
1465,Nghiêm,Nguyễn Hùng,08/01/1995,Khác,Tiền Giang,096958460,10000,Lao động phổ thông
1466,Ngô,Hoàng An,04/03/1992,Nữ,Lâm Đồng,092608930,50000,Chuyên gia nước ngoài
1467,Tào,Thanh,08/16/2002,Nam,Cà Mau.,093931966,9000,Người làm bán thời gian
1468,Thiều,Nguyễn Mai,05/28/1999,Nữ,Thừa Thiên Huế,091284564,9000,Nhân sự thử việc
1469,Lưu,Quang,01/08/1999,Nam,Long An,091571508,10000,Lao động phổ thông
1470,Bạch,Lê Mai,04/28/2002,Nam,Hồ Chí Minh (TP. HCM),096979308,8000,Thực tập sinh
1471,Doãn,Nguyễn Hồng,07/06/2000,Nam,Thừa Thiên Huế,098335368,50000,Chuyên gia nước ngoài
1472,Trần,,01/07/1999,Nam,Hà Nội,099009537,60000,Cán bộ quản lý
1473,Lữ,Hoàng,05/24/1985,Nữ,Nghệ An,095949031,10000,Công nhân
1474,Âu,Hoàng An,03/25/1991,Nữ,Long An,092636946,50000,Chuyên gia nước ngoài
1475,Bành,Trần Đức,11/02/2000,Nam,Quảng Trị,094502758,9000,Nhân sự thử việc
1476,Doãn,Dương,12/23/2002,Nữ,Bình Phước,096967857,10000,Công nhân
1477,Trình,Anh,03/01/1995,Nữ,Thái Bình,090532925,9000,Người làm bán thời gian
1478,Ngô,Văn Đức,02/14/1987,Nam,Tuyên Quang,093399772,60000,Cán bộ quản lý
1479,Hồn,Trần Anh,08/26/1997,Nữ,Lai Châu,096375703,15000,Nhân viên
1480,Phan,Trần Ánh,11/03/1990,Nam,Bình Phước,093597940,60000,Cán bộ quản lý
1481,Lục,Lan,12/19/1995,Nam,Quảng Ninh,090954768,40000,Kỹ sư
1482,Đàm,Trần Lan,07/08/1994,Nữ,Hòa Bình,098452539,60000,Cán bộ quản lý
1483,Đậu,Lê Thùy,05/13/1993,Nữ,Gia Lai,091525957,60000,Cán bộ quản lý
1484,Ngô,Lê Nam,05/10/1987,Nữ,Bình Dương,090005758,60000,Cán bộ quản lý
1485,Tất,Nguyễn Hồng,12/06/1988,Nam,Đồng Nai,095485236,10000,Lao động phổ thông
1486,Vũ,Nguyễn Ánh,07/01/1995,Nam,Cao Bằng,091259294,40000,Kỹ sư
1487,Mã,Nguyễn Thị,03/08/1997,Khác,Bạc Liêu,093355797,9000,Người làm bán thời gian
1488,Âu,Thị,12/08/2003,Nam,Cà Mau.,093757907,50000,Chuyên gia nước ngoài
1489,Mai,Lê Thùy,05/18/1990,Nữ,Bình Định,094647516,10000,Công nhân
1490,Thất,Lê Hồng,08/13/2004,Nữ,Lâm Đồng,091791423,50000,Chuyên gia nước ngoài
1491,Lưu,Lê Thùy,05/19/1991,Nữ,Bắc Kạn,097362418,10000,Lao động phổ thông
1492,Quách,Trần Trang,08/04/1992,Nam,Trà Vinh,097938283,9000,Người làm bán thời gian
1493,Trà,Quang Minh,01/24/1994,Khác,Quảng Trị,097646921,10000,Lao động phổ thông
1494,Vương,Trần Trang,03/12/1992,Nữ,Vĩnh Phúc,096438152,15000,Nhân viên
1495,Thân,Lê Kim,09/10/1987,Nữ,Ninh Thuận,091169909,60000,Cán bộ quản lý
1496,Trần,Dương,08/27/2004,Nam,Hòa Bình,099932981,8000,Thực tập sinh
1497,Kim,Nguyễn Hồng,05/30/1997,Khác,Trà Vinh,095984691,9000,Người làm bán thời gian
1498,Phương,Lê Mai,06/27/1986,Khác,Quảng Trị,091351856,8000,Thực tập sinh
1499,Ngô,Hùng,09/15/1991,Khác,Hà Nam,099241804,10000,Lao động phổ thông
1500,Phương,Dương Hùng,03/19/1998,Nam,Vĩnh Long,091660494,40000,Kỹ sư
1501,Hồn,Nguyễn Ánh,05/14/1995,Khác,Lạng Sơn,096494703,9000,Người làm bán thời gian
1502,Bùi,Tuấn,07/01/1986,Nữ,Đắk Lắk,092466667,50000,Chuyên gia nước ngoài
1503,Đậu,Lê Mai,08/12/1997,Nữ,An Giang,095517199,10000,Lao động phổ thông
1504,Lại,Dương,04/14/1987,Khác,Đắk Nông,090097184,60000,Cán bộ quản lý
1505,Chung,Nam,12/12/1996,Nữ,Đà Nẵng,097859442,40000,Kỹ sư
1506,Đoàn,Kim,06/29/1996,Khác,Yên Bái,098280355,10000,Lao động phổ thông
1507,Phương,Phương,08/13/2002,Nam,Thanh Hóa,098338538,10000,Công nhân
1508,Vòng,Quang Minh,10/19/2002,Khác,Đồng Nai,094647516,10000,Công nhân
1509,Mạc,Văn Đức,03/05/1987,Nữ,Bà Rịa - Vũng Tàu,094409942,50000,Chuyên gia nước ngoài
1510,Dư,Văn Anh,04/07/1986,Nam,Phú Thọ,090238343,9000,Nhân sự thử việc
1511,Nghiêm,Quang,09/12/1985,Khác,Hải Dương,095485543,60000,Cán bộ quản lý
1512,Đặng,Nguyễn Hùng,12/14/1989,Nam,Thái Bình,096562145,10000,Lao động phổ thông
1513,Vòng,Văn Đức,04/03/1992,Khác,Ninh Thuận,097015218,15000,Nhân viên
1514,Trương,Hồng,09/03/1996,Nữ,Hậu Giang,093019354,40000,Kỹ sư
1515,Đi,Phương,12/31/1987,Nữ,Hồ Chí Minh (TP. HCM),097107614,60000,Cán bộ quản lý
1516,Chế,Phương,04/09/2004,Nam,Bắc Ninh,099181947,50000,Chuyên gia nước ngoài
1517,Biện,Quang Minh,06/21/1998,Khác,Đồng Tháp,090532925,40000,Kỹ sư
1518,Thạch,Trần Lan,12/05/1986,Nữ,Ninh Thuận,095973427,60000,Cán bộ quản lý
1519,Chế,Ánh,08/12/2001,Khác,Hà Nội,099614230,40000,Kỹ sư
1520,Hoàng,Tuấn,11/04/1985,Nam,Hải Phòng,093499606,10000,Công nhân
1521,Đặng,Nguyễn Hồng,04/15/1992,Nữ,Long An,092624736,50000,Chuyên gia nước ngoài
1522,Lý,Trần Trang,01/15/1998,Khác,Tiền Giang,098456050,60000,Cán bộ quản lý
1523,Huỳnh,Trần Ánh,03/09/1988,Khác,Hòa Bình,098927560,10000,Công nhân
1524,Đặng,Nguyễn Hồng,10/11/1985,Nữ,Kon Tum,095746020,10000,Công nhân
1525,Chu,Nguyễn Anh,08/01/1988,Khác,Cao Bằng,095593003,8000,Thực tập sinh
1526,Đỗ,Lê Hồng,03/01/1991,Khác,Yên Bái,095995884,50000,Chuyên gia nước ngoài
1527,Ngụy,Mai,11/28/2004,Khác,Lâm Đồng,099633993,10000,Lao động phổ thông
1528,Đỗ,Kim,09/04/2002,Nữ,Bắc Giang,095565686,50000,Chuyên gia nước ngoài
1529,Đậu,Nguyễn Anh,11/19/1998,Nam,Quảng Ngãi,094742232,15000,Nhân viên
1530,Ôn,Phương,04/17/1990,Khác,Vĩnh Phúc,090703541,10000,Công nhân
1531,Thân,Trần Hùng,04/18/1991,Nam,Quảng Ninh,097281496,9000,Người làm bán thời gian
1532,Quách,Trần Đức,11/02/1988,Nam,Kiên Giang,099093935,9000,Nhân sự thử việc
1533,Thái,Văn,05/26/1995,Nam,Ninh Thuận,096296247,15000,Nhân viên
1534,Hoàng,Trần Anh,12/27/1985,Nữ,Cần Thơ,096928659,60000,Cán bộ quản lý
1535,Phương,Trang,04/08/2001,Nam,Đắk Nông,094227354,9000,Nhân sự thử việc
1536,Phùng,Nguyễn Thị,06/01/1989,Nữ,Hòa Bình,095984691,10000,Lao động phổ thông
1537,Hồn,Minh Khánh,06/10/1987,Khác,Nghệ An,098362440,8000,Thực tập sinh
1538,Lã,Nguyễn Trang,01/20/1997,Nữ,Cà Mau.,091309585,40000,Kỹ sư
1539,Cao,Hoàng,03/28/1995,Nam,Quảng Nam,092212248,40000,Kỹ sư
1540,Huỳnh,Hoàng Nam,07/12/1986,Khác,Hà Nam,096438152,10000,Công nhân
1541,Biện,,08/21/1997,Nữ,Bình Định,091481457,60000,Cán bộ quản lý
1542,Hoàng,Minh,10/11/1990,Nữ,Cần Thơ,093485779,50000,Chuyên gia nước ngoài
1543,Hàng,Kim,02/24/1993,Nam,An Giang,095145968,9000,Nhân sự thử việc
1544,Tạ,Dương Hùng,11/26/1986,Khác,Lạng Sơn,094352750,10000,Công nhân
1545,Liêu,Nguyễn Phương,08/12/1996,Nữ,Ninh Thuận,095451741,50000,Chuyên gia nước ngoài
1546,Quách,Mai,08/06/1995,Nam,Cao Bằng,093899212,8000,Thực tập sinh
1547,Lương,Nguyễn Thị,03/04/1992,Nam,Cần Thơ,097903322,40000,Kỹ sư
1548,Biện,Lê Thùy,08/07/2000,Nữ,Hậu Giang,095118055,50000,Chuyên gia nước ngoài
1549,Hàng,Tuấn,01/21/1992,Khác,Tây Ninh,092551907,9000,Người làm bán thời gian
1550,Khổng,Tuấn,10/31/1986,Khác,Vĩnh Long,098238914,40000,Kỹ sư
1551,Trịnh,Phương,12/11/1985,Nữ,Nghệ An,095850402,9000,Nhân sự thử việc
1552,Trịnh,Trần Đức,01/25/1985,Nữ,Hải Dương,093504209,10000,Công nhân
1553,Cao,Nguyễn Phương,12/06/2000,Khác,Thái Nguyên,098513733,60000,Cán bộ quản lý
1554,Tiêu,Thanh Hương,06/23/1989,Nam,Hưng Yên,096301123,8000,Thực tập sinh
1555,Trầm,Minh Tuấn,05/25/1989,Khác,Quảng Ninh,090248707,9000,Người làm bán thời gian
1556,Mai,Thanh Thảo,07/16/1988,Nam,Đà Nẵng,099197630,15000,Nhân viên
1557,Dương,Minh,07/24/1995,Khác,Bắc Kạn,090271638,40000,Kỹ sư
1558,Ngụy,Thanh,11/28/1987,Nam,Hải Dương,098854119,10000,Lao động phổ thông
1559,Thân,Hùng,03/04/1990,Nam,Hà Giang,094794865,40000,Kỹ sư
1560,Kiều,Lê Phương,02/14/1999,Nam,Sóc Trăng,098550203,9000,Nhân sự thử việc
1561,La,Tuấn,08/07/1993,Nam,Quảng Ngãi,090483989,15000,Nhân viên
1562,Chu,Quang,03/07/1986,Nữ,Nam Định,095451741,8000,Thực tập sinh
1563,Lý,Nguyễn Ánh,01/29/1985,Nữ,Tây Ninh,097344939,10000,Công nhân
1564,Đặng,Thùy,11/02/2003,Khác,Cần Thơ,099519380,9000,Nhân sự thử việc
1565,Quan,Thùy,06/03/1996,Khác,Đắk Lắk,097757299,9000,Người làm bán thời gian
1566,Trình,Hồng,01/11/1998,Nam,Lâm Đồng,092254515,60000,Cán bộ quản lý
1567,Đỗ,Lê Phương,02/27/1988,Khác,Đồng Nai,092210345,10000,Công nhân
1568,Bùi,Ánh,02/23/1991,Khác,Phú Thọ,092167721,9000,Nhân sự thử việc
1569,Ôn,Trần Anh,11/03/2004,Khác,Lâm Đồng,090017615,10000,Lao động phổ thông
1570,Ôn,Lê Thùy,06/02/1991,Nữ,Ninh Bình,095781417,9000,Người làm bán thời gian
1571,Đường,Trần Trang,12/21/1998,Khác,Bình Thuận,091919235,8000,Thực tập sinh
1572,Vương,Trần Trang,03/27/2001,Nữ,Quảng Ngãi,091534951,10000,Công nhân
1573,Từ,Nguyễn Phương,06/18/1990,Nam,Đắk Lắk,090358672,60000,Cán bộ quản lý
1574,Từ,Dương Quốc,09/28/1998,Khác,Trà Vinh,094097128,40000,Kỹ sư
1575,Tạ,Lan,08/28/1998,Nữ,Bắc Kạn,099238040,8000,Thực tập sinh
1576,Lã,Nam,03/20/1998,Khác,Bắc Giang,094787036,60000,Cán bộ quản lý
1577,Bạch,Trần Hùng,11/16/2003,Nữ,Cần Thơ,096030027,9000,Người làm bán thời gian
1578,Sơn,Nguyễn Lan,01/27/1989,Nam,Cần Thơ,096731324,60000,Cán bộ quản lý
1579,Tăng,Nguyễn Trang,10/21/1995,Khác,Long An,097507338,15000,Nhân viên
1580,Hà,Minh,11/24/2001,Nữ,Bà Rịa - Vũng Tàu,097199474,50000,Chuyên gia nước ngoài
1581,Hứa,Trần Lan,08/05/1991,Nam,Gia Lai,096301123,9000,Người làm bán thời gian
1582,Giang,Quang Minh,09/20/1993,Nữ,Phú Thọ,099407031,60000,Cán bộ quản lý
1583,Vi,Nguyễn Ánh,11/03/1994,Khác,Vĩnh Phúc,098118889,10000,Công nhân
1584,Vũ,Nguyễn Phương,06/15/1985,Khác,Lai Châu,098602748,15000,Nhân viên
1585,Khưu,Nam,12/02/1992,Nữ,Bắc Kạn,099717749,10000,Lao động phổ thông
1586,Văn,Minh Tuấn,10/22/1992,Nữ,Bình Phước,098733351,60000,Cán bộ quản lý
1587,Tào,Trang,02/07/1998,Nữ,Bình Phước,093566157,10000,Lao động phổ thông
1588,Tiêu,Nguyễn Nam,06/18/1991,Khác,Cao Bằng,091883684,9000,Người làm bán thời gian
1589,Chung,Dương Quốc,01/13/1992,Nam,Bắc Ninh,099459988,40000,Kỹ sư
1590,Mã,,05/17/1989,Khác,Tuyên Quang,096030066,40000,Kỹ sư
1591,Khổng,Lan,09/05/1999,Nam,Gia Lai,099683737,9000,Nhân sự thử việc
1592,Tôn,Lê Thùy,09/22/2003,Khác,Đà Nẵng,098813717,40000,Kỹ sư
1593,Âu,Nguyễn Nam,06/23/1997,Nữ,Quảng Nam,096111954,40000,Kỹ sư
1594,Thi,Nguyễn Thùy,10/24/1992,Nữ,Cần Thơ,096960646,10000,Lao động phổ thông
1595,Mai,Nguyễn Hồng,04/22/1998,Nữ,Ninh Thuận,096563933,40000,Kỹ sư
1596,Nữ,Tuấn,09/14/1993,Nam,Sơn La,092138251,15000,Nhân viên
1597,Tất,Trần Lan,10/27/1998,Nữ,Bắc Ninh,096812947,10000,Công nhân
1598,Lục,Văn,04/13/1991,Nam,Ninh Thuận,092370707,50000,Chuyên gia nước ngoài
1599,Nữ,Hoàng Nam,03/21/2002,Nam,Hồ Chí Minh (TP. HCM),096444826,50000,Chuyên gia nước ngoài
1600,Ôn,Dương Hùng,03/19/1996,Nam,Cà Mau.,094477882,9000,Người làm bán thời gian
1601,Tất,Hoàng Nam,09/14/2004,Nam,Quảng Trị,095596369,8000,Thực tập sinh
1602,Nguyễn,Nguyễn Lan,04/20/1995,Nam,Đắk Lắk,093065644,15000,Nhân viên
1603,Chế,Thị,03/28/1997,Khác,Hà Giang,096337339,15000,Nhân viên
1604,Mai,Lê Nam,12/06/1987,Nữ,Bạc Liêu,096582325,40000,Kỹ sư
1605,Kiều,Tuấn Anh,07/28/1996,Khác,Trà Vinh,095905198,10000,Lao động phổ thông
1606,Mai,Tuấn Anh,11/19/1995,Nữ,Bạc Liêu,094104066,8000,Thực tập sinh
1607,Âu,Minh,10/03/1985,Nữ,Đồng Nai,099217013,10000,Lao động phổ thông
1608,Phù,,06/05/1993,Nữ,Bắc Ninh,095778411,9000,Nhân sự thử việc
1609,Liêu,Văn Đức,05/31/1985,Khác,Bắc Ninh,094349260,50000,Chuyên gia nước ngoài
1610,Trịnh,Nguyễn Kim,01/07/1998,Nam,Đồng Nai,099857862,40000,Kỹ sư
1611,Trình,Hồng,01/27/1989,Khác,Bến Tre,092735630,15000,Nhân viên
1612,Vương,Dương Quốc,06/30/1989,Nữ,Khánh Hòa,090271638,40000,Kỹ sư
1613,Tôn,Trần Thị,03/09/1999,Khác,Hải Dương,098627445,50000,Chuyên gia nước ngoài
1614,Phùng,,04/15/1999,Khác,Long An,095545782,50000,Chuyên gia nước ngoài
1615,Đoàn,Trần Ánh,05/11/1989,Khác,Thừa Thiên Huế,097175767,10000,Lao động phổ thông
1616,Quách,Thị,09/06/2004,Nữ,Yên Bái,099637362,8000,Thực tập sinh
1617,Ngụy,Mai,07/02/1999,Nam,Quảng Nam,094138937,9000,Nhân sự thử việc
1618,Đỗ,Dương Quốc,05/29/1998,Nữ,Lạng Sơn,090902023,9000,Người làm bán thời gian
1619,Phù,Văn Anh,04/29/2004,Nam,Cà Mau.,094215681,9000,Nhân sự thử việc
1620,Thân,Hùng,07/04/2000,Nam,Đà Nẵng,090238343,50000,Chuyên gia nước ngoài
1621,Ôn,Văn,08/25/1998,Nam,Hải Dương,098129987,10000,Lao động phổ thông
1622,Doãn,Nguyễn Mai,04/18/1988,Khác,Ninh Thuận,099334468,15000,Nhân viên
1623,Võ,Trần Trang,07/15/1991,Nữ,Sóc Trăng,090025193,8000,Thực tập sinh
1624,Đặng,Thùy,09/26/1989,Khác,Hà Tĩnh,098485733,9000,Nhân sự thử việc
1625,Diệp,Dương Quốc,07/07/1996,Nam,Vĩnh Long,091794455,9000,Nhân sự thử việc
1626,Trương,Thanh Thảo,02/14/1986,Nam,Lai Châu,090433329,9000,Người làm bán thời gian
1627,Khổng,Tuấn Anh,06/20/1994,Nam,Đồng Tháp,097210599,10000,Lao động phổ thông
1628,Huỳnh,Nguyễn Hùng,10/21/2004,Nữ,Đồng Tháp,091684967,15000,Nhân viên
1629,Sơn,Văn,07/12/1994,Nữ,Hậu Giang,095973427,40000,Kỹ sư
1630,Võ,Trần Anh,12/21/1996,Nữ,Đắk Nông,095662902,15000,Nhân viên
1631,Vòng,Mai,10/06/1987,Khác,Đà Nẵng,096746792,60000,Cán bộ quản lý
1632,Nhâm,Tuấn,04/08/1990,Nam,Tiền Giang,092753230,9000,Nhân sự thử việc
1633,Mạc,Lê Mai,01/08/1993,Nữ,Hồ Chí Minh (TP. HCM),099309068,50000,Chuyên gia nước ngoài
1634,Đỗ,Nguyễn Ánh,05/09/2001,Nữ,Hải Dương,099713960,15000,Nhân viên
1635,Thái,Nguyễn Nam,05/14/1987,Nam,Hải Dương,093778846,10000,Công nhân
1636,Thân,Kim,09/09/1997,Nam,Khánh Hòa,098513733,10000,Công nhân
1637,Quách,Văn Anh,11/14/2003,Nam,Hải Phòng,098927560,40000,Kỹ sư
1638,Liêu,Nguyễn Hồng,04/17/2002,Khác,Đắk Nông,094191189,50000,Chuyên gia nước ngoài
1639,Vòng,Lan,11/06/2000,Khác,Đồng Tháp,096977515,9000,Người làm bán thời gian
1640,Ngô,Lê Thùy,03/21/2001,Nam,Hà Nam,094645072,60000,Cán bộ quản lý
1641,Mã,Anh,09/09/1988,Nữ,Thừa Thiên Huế,098012078,8000,Thực tập sinh
1642,Phan,Nguyễn Kim,06/25/1995,Khác,Đắk Lắk,091506281,60000,Cán bộ quản lý
1643,Huỳnh,Minh Tuấn,12/01/2002,Nữ,Cao Bằng,099208297,40000,Kỹ sư
1644,Thạch,Nguyễn Đức,04/18/2002,Nam,Thái Bình,098035697,40000,Kỹ sư
1645,Hàng,Nguyễn Lan,07/22/1985,Khác,Lào Cai,099619131,10000,Lao động phổ thông
1646,Sơn,Thùy,02/04/1986,Nam,Thái Nguyên,095480648,60000,Cán bộ quản lý
1647,Hàng,Nguyễn Lan,10/02/1986,Nữ,Thanh Hóa,094292024,9000,Nhân sự thử việc
1648,Khưu,Nguyễn Thùy,11/03/1987,Nam,Hà Nam,099932981,10000,Lao động phổ thông
1649,Hứa,Trần Hùng,03/15/1998,Nam,Long An,098182196,50000,Chuyên gia nước ngoài
1650,Tôn,Hoàng,04/30/1992,Nam,Cao Bằng,094172918,40000,Kỹ sư
1651,Giang,Lê Hồng,09/06/1988,Nam,Bắc Ninh,093193755,9000,Người làm bán thời gian
1652,Đoàn,Minh Khánh,05/29/2002,Nữ,Sơn La,097477182,10000,Công nhân
1653,Mã,Văn Đức,01/16/1989,Nữ,Hòa Bình,092011123,9000,Người làm bán thời gian
1654,Liêu,Lan,03/07/1997,Khác,Bà Rịa - Vũng Tàu,091263775,50000,Chuyên gia nước ngoài
1655,Phương,Minh,02/02/1998,Nữ,Quảng Ninh,091106827,15000,Nhân viên
1656,Tôn,Trần Đức,12/20/1988,Nam,Bắc Giang,096503574,10000,Lao động phổ thông
1657,Bạch,Nguyễn Anh,04/15/1993,Nữ,Quảng Bình,091286489,50000,Chuyên gia nước ngoài
1658,Tiêu,Trần Thị,04/10/1999,Nữ,Hà Giang,090511437,40000,Kỹ sư
1659,Lê,Nguyễn Thị,06/06/1986,Khác,Hà Giang,090692557,15000,Nhân viên
1660,Mã,Minh Khánh,07/20/1985,Nữ,Nam Định,098441415,50000,Chuyên gia nước ngoài
1661,Hà,Nguyễn Lan,09/01/1993,Khác,Lào Cai,098338538,9000,Nhân sự thử việc
1662,Hà,Văn Đức,07/10/1996,Nữ,Lâm Đồng,092347375,50000,Chuyên gia nước ngoài
